"num";"date";"year";"title";"url";"tag";"speaker";"content"
"2041";"19 сакавіка 2021";"2021";"Аб сустрэчы намесніка Міністра замежных спраў Беларусі С.Алейніка з Паслом Вялікабрытаніі";"https://www.mfa.gov.by/be/press/news_mfa/f822b3013138f6e5.html";"";"";""
"2042";"19 сакавіка 2021";"2021";"Аб сустрэчы Пасла Беларусі А.Раўкова са Старшынёй Мілі Меджліса Азербайджана";"https://www.mfa.gov.by/be/press/news_mfa/fb3f904ac0362cce.html";"";"";""
"2043";"18 сакавіка 2021";"2021";"Аб сустрэчы намесніка Міністра замежных спраў С.Алейніка з Паслом Венгрыі";"https://www.mfa.gov.by/be/press/news_mfa/d1298fc2e2804e38.html";"";"";""
"2044";"17 сакавіка 2021";"2021";"Аб сустрэчы Пасла Беларусі А.Молчана з намеснікам Міністра турызму Венесуэлы";"https://www.mfa.gov.by/be/press/news_mfa/cf2668ca64ef2259.html";"";"";""
"2045";"16 сакавіка 2021";"2021";"Аб сустрэчы намесніка Міністра замежных спраў Беларусі С.Алейніка з Паслом Кітая";"https://www.mfa.gov.by/be/press/news_mfa/da96be5f00964583.html";"";"";""
"2046";"16 сакавіка 2021";"2021";"Аб зацвярджэнні Саветам ААН па правах чалавека вынікаў універсальнага перыядычнага агляду Беларусі";"https://www.mfa.gov.by/be/press/news_mfa/f119bd4b003741d6.html";"";"";""
"2047";"16 сакавіка 2021";"2021";"Аб сустрэчы Пасла Беларусі А.Ржавускага з намеснікам Міністра замежных спраў Бангладэш";"https://www.mfa.gov.by/be/press/news_mfa/f90e613278841592.html";"";"";""
"2048";"16 сакавіка 2021";"2021";"Аб сустрэчы Пасла Беларусі А.Мяцеліцы з Федэральным міністрам прамысловасці і вытворчасці Пакістана";"https://www.mfa.gov.by/be/press/news_mfa/be0df459c48c837b.html";"";"";""
"2049";"16 сакавіка 2021";"2021";"Аб сустрэчы Пасла Беларусі С.Цярэнцьева з намеснікам Міністра замежных спраў Егіпта";"https://www.mfa.gov.by/be/press/news_mfa/e5c9e8fd777249e3.html";"";"";""
"2050";"15 сакавіка 2021";"2021";"Аб відэаканферэнцыі Пасла/Пастаяннага прадстаўніка Беларусі П.Взяткіна з Намеснікам Генеральнага сакратара ААН – Генеральным дырэктарам Місіі ААН у Найробі";"https://www.mfa.gov.by/be/press/news_mfa/f00b2e7b0abb2780.html";"";"";""
"2051";"15 сакавіка 2021";"2021";"Аб візіце Пасла Беларусі М.Аўсянкі ў Эквадор";"https://www.mfa.gov.by/be/press/news_mfa/f35914649432708e.html";"";"";""
"2052";"12 сакавіка 2021";"2021";"Аб сустрэчы Пасла Беларусі А.Панамарова са Старшынёй Прэзідыума Босніі і Герцагавіны";"https://www.mfa.gov.by/be/press/news_mfa/c6be67328191a5fd.html";"";"";""
"2053";"11 сакавіка 2021";"2021";"Аб перамовах намесніка Міністра замежных спраў Беларусі С.Алейніка з упаўнаважаным па краінах Усходняй Еўропы, Каўказа і Цэнтральнай Азіі МЗС ФРГ";"https://www.mfa.gov.by/be/press/news_mfa/c8d3b085706eefd5.html";"";"";""
"2054";"11 сакавіка 2021";"2021";"Аб сустрэчы намесніка Міністра замежных спраў Беларусі С.Алейніка з пасламі Італіі, Рэспублікі Карэя, Пакістана і Турцыі";"https://www.mfa.gov.by/be/press/news_mfa/d740dd88a09edb11.html";"";"";""
"2055";"10 сакавіка 2021";"2021";"Аб сустрэчы намесніка Міністра замежных спраў С.Алейніка з Паслом Індыі";"https://www.mfa.gov.by/be/press/news_mfa/adf92b672e3aa362.html";"";"";""
"2056";"09 сакавіка 2021";"2021";"Аб сустрэчы Пасла Беларусі А.Сідарука з Міністрам замежных спраў ПАР";"https://www.mfa.gov.by/be/press/news_mfa/d6ddb55a3b92bc9f.html";"";"";""
"2057";"05 сакавіка 2021";"2021";"Аб сустрэчы намесніка Міністра замежных спраў С.Алейніка з Прадстаўніком Упраўлення Вярхоўнага камісара ААН па справах бежанцаў у Беларусі";"https://www.mfa.gov.by/be/press/news_mfa/e0fcb338b575c2b9.html";"";"";""
"2058";"04 сакавіка 2021";"2021";"Аб сустрэчы Пасла Беларусі В.Рыбака з намеснікам Міністра гандлю Турцыі";"https://www.mfa.gov.by/be/press/news_mfa/e6dacb83e97a676b.html";"";"";""
"2059";"04 сакавіка 2021";"2021";"Аб сустрэчы намесніка Міністра замежных спраў Беларусі С.Алейніка з Паслом Кітая";"https://www.mfa.gov.by/be/press/news_mfa/a4940b11684ed8f3.html";"";"";""
"2060";"03 сакавіка 2021";"2021";"Аб уручэнні Паслом Беларусі П.Узяткіным даверчых грамат Прэзідэнту Кеніі";"https://www.mfa.gov.by/be/press/news_mfa/d02686778083217d.html";"";"";""
"2061";"03 сакавіка 2021";"2021";"Аб сустрэчы Пасла Беларусі Ю.Лазарчыка з намеснікам Міністра прамысловасці, шахтаў і гандлю Ірана";"https://www.mfa.gov.by/be/press/news_mfa/e555bcce11417349.html";"";"";""
"2062";"01 сакавіка 2021";"2021";"Аб сустрэчы Пасла Беларусі С.Цярэнцьева з Дзяржаўным міністрам ваеннай прамысловасці Егіпта";"https://www.mfa.gov.by/be/press/news_mfa/f71f196180a382a5.html";"";"";""
"2063";"26 лютага 2021";"2021";"Аб сустрэчы Пасла Беларусі А.Мяцеліцы з Сакратаром Міністэрства па эканамічных пытаннях Пакістана";"https://www.mfa.gov.by/be/press/news_mfa/d011d6d4881265b1.html";"";"";""
"2064";"26 лютага 2021";"2021";"Аб сустрэчы намесніка Міністра замежных спраў Беларусі С. Алейніка з Кіраўніком Рэгіянальнай дэлегацыі МКЧК у Расіі, Беларусі і Малдове";"https://www.mfa.gov.by/be/press/news_mfa/d944cb0dd4ac1be5.html";"";"";""
"2065";"25 лютага 2021";"2021";"Аб сустрэчы Пасла Беларусі С.Чапурнога з Прэм’ер-міністрам Манголіі";"https://www.mfa.gov.by/be/press/news_mfa/ae563318f0e1f6d7.html";"";"";""
"2066";"24 лютага 2021";"2021";"Аб сустрэчы Пасла Беларусі А.Мяцеліцы з Міністрам нацыянальнай харчовай бяспекі і даследаванняў Пакістана";"https://www.mfa.gov.by/be/press/news_mfa/a805bf05061e20d3.html";"";"";""
"2067";"24 лютага 2021";"2021";"Аб сустрэчы Пасла Беларусі А.Канюка са Старшынёй Нацыянальнага Сходу Арменіі";"https://www.mfa.gov.by/be/press/news_mfa/b84f98f49016028d.html";"";"";""
"2068";"23 лютага 2021";"2021";"Аб сустрэчы намесніка Міністра замежных спраў Беларусі С.Алейніка з Пастаянным прадстаўнiком ПРААН у Беларусi";"https://www.mfa.gov.by/be/press/news_mfa/d4092df2b01946b8.html";"";"";""
"2069";"22 лютага 2021";"2021";"Аб сустрэчы Пасла Беларусі А.Канюка з Міністрам эканомікі Арменіі";"https://www.mfa.gov.by/be/press/news_mfa/e9da380c63292734.html";"";"";""
"2070";"19 лютага 2021";"2021";"Аб сустрэчы Першага намесніка Міністра замежных спраў Беларусі А.Гур’янава з Паслом Таджыкістана";"https://www.mfa.gov.by/be/press/news_mfa/d21240b83b7a15c6.html";"";"";""
"2071";"19 лютага 2021";"2021";"Аб сустрэчы Пасла Беларусі А.Молчана з намеснікам Міністра эканомікі, фінансаў і знешняга гандлю і намеснікам Міністра аховы здароўя Венесуэлы";"https://www.mfa.gov.by/be/press/news_mfa/ef392a2b003768de.html";"";"";""
"2072";"18 лютага 2021";"2021";"Аб уручэнні Паслом Беларусі С.Цярэнцьевым даверчых грамат Султану Амана";"https://www.mfa.gov.by/be/press/news_mfa/bb7dca96fbe217c2.html";"";"";""
"2073";"18 лютага 2021";"2021";"Аб сустрэчы Пасла Беларусі В.Брылёва з намеснікам Міністра замежных спраў Сербіі";"https://www.mfa.gov.by/be/press/news_mfa/dd2727e5e22e3fa7.html";"";"";""
"2074";"16 лютага 2021";"2021";"Аб сустрэчы намесніка Міністра замежных спраў Беларусі С.Алейніка з прадстаўніком Дзіцячага фонду ААН у Беларусі";"https://www.mfa.gov.by/be/press/news_mfa/ca344b44c05f9d8f.html";"";"";""
"2075";"16 лютага 2021";"2021";"Аб уручэнні Паслом Беларусі А.Раўковым даверчых грамат Прэзідэнту Азербайджана";"https://www.mfa.gov.by/be/press/news_mfa/a1800e84c3086125.html";"";"";""
"2076";"16 лютага 2021";"2021";"Аб сустрэчы намесніка Міністра замежных спраў Беларусі С.Алейніка і намесніка Міністра замежных спраў Беларусі Я.Шэстакова з Паслом Iталіі";"https://www.mfa.gov.by/be/press/news_mfa/d1c351a33764b671.html";"";"";""
"2077";"16 лютага 2021";"2021";"Аб сустрэчы Пасла Беларусі П.Уцюпіна з Міністрам сельскай гаспадаркі Казахстана";"https://www.mfa.gov.by/be/press/news_mfa/c2c7a4e453fcf866.html";"";"";""
"2078";"12 лютага 2021";"2021";"Аб сустрэчы намесніка Міністра замежных спраў Беларусі С.Алейніка з Паслом Швецыі";"https://www.mfa.gov.by/be/press/news_mfa/fdf9a4c647a6d540.html";"";"";""
"2079";"11 лютага 2021";"2021";"Аб тэлефоннай размове намесніка Міністра замежных спраў Беларусі С.Алейніка з намеснікам Дзяржаўнага сакратара МЗС Швейцарыі";"https://www.mfa.gov.by/be/press/news_mfa/ad5f9a3b0b8a7773.html";"";"";""
"2080";"10 лютага 2021";"2021";"Аб сустрэчы Пасла Беларусі А.Молчана з Віцэ-прэзідэнтам Венесуэлы па пытаннях планавання";"https://www.mfa.gov.by/be/press/news_mfa/e22763f3564c6557.html";"";"";""
"2081";"09 лютага 2021";"2021";"Аб візіце намесніка Міністра замежных спраў Беларусі С.Алейніка ў Ватыкан";"https://www.mfa.gov.by/be/press/news_mfa/d331d5fc5e461b5d.html";"";"";""
"2082";"09 лютага 2021";"2021";"Аб тэлефоннай размове Міністра замежных спраў Беларусі У.Макея з Міністрам замежных спраў Расіі";"https://www.mfa.gov.by/be/press/news_mfa/bd860a066d602920.html";"";"";""
"2083";"09 лютага 2021";"2021";"Аб сустрэчы Міністра замежных спраў Беларусі У. Макея з Паслом Узбекістана";"https://www.mfa.gov.by/be/press/news_mfa/de424efb1b4bcd4f.html";"";"";""
"2084";"09 лютага 2021";"2021";"Аб сустрэчы намесніка Міністра замежных спраў С.Алейніка з Генеральным дырэктарам па палітычных пытаннях і пытаннях бяспекі МЗС Італіі";"https://www.mfa.gov.by/be/press/news_mfa/e68442580022c685.html";"";"";""
"2085";"09 лютага 2021";"2021";"Аб сустрэчы Міністра замежных спраў Беларусі У.Макея з Дзяржаўным сакратаром Саюзнай дзяржавы";"https://www.mfa.gov.by/be/press/news_mfa/e17a4df306cc30ef.html";"";"";""
"2086";"05 лютага 2021";"2021";"Аб сустрэчы Міністра замежных спраў Беларусі У.Макея з Паслом Расіі";"https://www.mfa.gov.by/be/press/news_mfa/e82221c57d985925.html";"";"";""
"2087";"05 лютага 2021";"2021";"Аб сустрэчы намесніка Міністра замежных спраў Беларусі С.Алейніка з Паслом Францыі";"https://www.mfa.gov.by/be/press/news_mfa/b3fae2dffc4a3a8e.html";"";"";""
"2088";"04 лютага 2021";"2021";"Аб сустрэчы намесніка Міністра замежных спраў С.Алейніка з Паслом Кітая";"https://www.mfa.gov.by/be/press/news_mfa/f55b97bef2a33107.html";"";"";""
"2089";"04 лютага 2021";"2021";"Аб сустрэчы Пасла Беларусі В.Рыбака з Міністрам культуры і турызму Турцыі";"https://www.mfa.gov.by/be/press/news_mfa/b700f6fe91c7a416.html";"";"";""
"2090";"03 лютага 2021";"2021";"Аб сустрэчы Пасла Беларусі А.Канюка з намеснікам Міністра замежных спраў Арменіі";"https://www.mfa.gov.by/be/press/news_mfa/b6496ed770a9faed.html";"";"";""
"2091";"02 лютага 2021";"2021";"Аб сустрэчы Пасла Беларусі А.Мяцеліцы з намеснікам Міністра замежных спраў Пакістана";"https://www.mfa.gov.by/be/press/news_mfa/dafaf3d75be92a5a.html";"";"";""
"2092";"01 лютага 2021";"2021";"Аб уручэнні Паслом Беларусі А.Раўковым копій даверчых грамат Міністру замежных спраў Азербайджана";"https://www.mfa.gov.by/be/press/news_mfa/a96de8745437953f.html";"";"";""
"2093";"29 студзеня 2021";"2021";"Аб сустрэчы Пасла Беларусі А.Конюка з Начальнікам Паліцыі Арменіі";"https://www.mfa.gov.by/be/press/news_mfa/b506e60e09ab75be.html";"";"";""
"2094";"29 студзеня 2021";"2021";"Аб адкрыцці Генеральнага консульства Рэспублікі Беларусь у горадзе Чунцын";"https://www.mfa.gov.by/be/press/news_mfa/d6796f74f5f37c00.html";"";"";""
"2095";"29 студзеня 2021";"2021";"Аб сустрэчы Пасла Беларусі ў Швейцарыі А.Ганевіча са Старшынёй Урада кантона Берн";"https://www.mfa.gov.by/be/press/news_mfa/e62ecebeaa00dac0.html";"";"";""
"2096";"28 студзеня 2021";"2021";"Аб удзеле Міністра замежных спраў Беларусі У.Макея ў пасяджэнні Савета пастаянных паўнамоцных прадстаўнікоў дзяржаў&nbsp;&mdash; удзельніц СНД";"https://www.mfa.gov.by/be/press/news_mfa/c9cdb16a07fbdd05.html";"";"";""
"2097";"28 студзеня 2021";"2021";"Аб сустрэчы намесніка Міністра замежных спраў Беларусі С.Алейніка з Паслом Германіі";"https://www.mfa.gov.by/be/press/news_mfa/c3f4373347b3ccaa.html";"";"";""
"2098";"28 студзеня 2021";"2021";"Аб сустрэчы Пасла Беларусі А.Молчана з Міністрам універсітэцкай адукацыі Венесуэлы";"https://www.mfa.gov.by/be/press/news_mfa/d91e7516f2d63e83.html";"";"";""
"2099";"28 студзеня 2021";"2021";"Аб сустрэчы Пасла Беларусі А.Канюка з намеснікам Старшыні Нацыянальнага Сходу Арменіі";"https://www.mfa.gov.by/be/press/news_mfa/f2b5ca69abac69a6.html";"";"";""
"2100";"27 студзеня 2021";"2021";"Аб удзеле Міністра замежных спраў Беларусі У.Макея ў памятным мерапрыемстве да Міжнароднага дня памяці ахвяр Халакосту";"https://www.mfa.gov.by/be/press/news_mfa/a8cf4392287dbc67.html";"";"";""
"2101";"27 студзеня 2021";"2021";"Аб сустрэчы Пасла Беларусі А.Канюка з Міністрам юстыцыі Арменіі";"https://www.mfa.gov.by/be/press/news_mfa/ccfa7e934d720bba.html";"";"";""
"2102";"26 студзеня 2021";"2021";"Аб сустрэчы Пасла Беларусі А.Канюка з Вiцэ-Прэм’ерам Арменіі";"https://www.mfa.gov.by/be/press/news_mfa/b3eb16584c29fe89.html";"";"";""
"2103";"26 студзеня 2021";"2021";"Аб сустрэчы Міністра замежных спраў Беларусі У.Макея з Намеснікам Старшыні Кабінета Міністраў, Міністрам замежных спраў Туркменістана";"https://www.mfa.gov.by/be/press/news_mfa/b240d427dc8d02a1.html";"";"";""
"2104";"22 студзеня 2021";"2021";"Аб сустрэчы Пасла Беларусі А.Канюка з Прэм’ер-міністрам Арменіі";"https://www.mfa.gov.by/be/press/news_mfa/f7ff3d41f88d7f03.html";"";"";""
"2105";"22 студзеня 2021";"2021";"Аб сустрэчы Пасла Беларусі ў Кітаі Ю.Сянько з Генеральным сакратаром ШАС";"https://www.mfa.gov.by/be/press/news_mfa/efdebca2252bf27a.html";"";"";""
"2106";"22 студзеня 2021";"2021";"Аб сустрэчы Пасла Беларусi А.Iванова з Міністрам сельскай гаспадаркі Таджыкістана";"https://www.mfa.gov.by/be/press/news_mfa/e4516720ff105fd5.html";"";"";""
"2107";"22 студзеня 2021";"2021";"Аб сустрэчы намесніка Міністра замежных спраў Беларусі С.Алейніка з Паслом Вялікабрытаніі";"https://www.mfa.gov.by/be/press/news_mfa/e0a199667afeedbf.html";"";"";""
"2108";"21 студзеня 2021";"2021";"Аб сустрэчы Міністра замежных спраў Беларусі У.Макея з Паслом Расіі";"https://www.mfa.gov.by/be/press/news_mfa/de311c795f370db6.html";"";"";""
"2109";"19 студзеня 2021";"2021";"Аб уручэнні Паслом Беларусі А.Мяцеліцай даверчых грамат Прэзідэнту Пакістана";"https://www.mfa.gov.by/be/press/news_mfa/dce6382168f971f3.html";"";"";""
"2110";"19 студзеня 2021";"2021";"Аб сустрэчы намесніка Міністра замежных спраў Беларусі С.Алейніка з Паслом Еўрапейскага саюза";"https://www.mfa.gov.by/be/press/news_mfa/c2d959946672bf53.html";"";"";""
"2111";"15 студзеня 2021";"2021";"Аб сустрэчы Пасла Беларусі А.Канюка з Міністрам абароны Арменіі";"https://www.mfa.gov.by/be/press/news_mfa/d1c388759a8d0897.html";"";"";""
"2112";"14 студзеня 2021";"2021";"Аб сустрэчы Пасла Беларусі С.Цярэнцьева з Міністрам сувязі і інфармацыйных тэхналогій Егіпта";"https://www.mfa.gov.by/be/press/news_mfa/ab0a78888cd7d7f0.html";"";"";""
"2113";"14 студзеня 2021";"2021";"Аб сустрэчы намесніка Міністра замежных спраў Беларусі С.Алейніка з Паслом Аўстрыі";"https://www.mfa.gov.by/be/press/news_mfa/c07b452e6f94a22a.html";"";"";""
"2114";"14 студзеня 2021";"2021";"Аб сустрэчы намесніка Міністра замежных спраў Беларусі С.Алейнiка з Часовым павераным у справах ЗША";"https://www.mfa.gov.by/be/press/news_mfa/e6fbc5f210bc3630.html";"";"";""
"2115";"14 студзеня 2021";"2021";"Аб сустрэчы Пасла Беларусі Ю.Сянько з намеснікам Міністра замежных спраў Кітая";"https://www.mfa.gov.by/be/press/news_mfa/a67c3f83f699a178.html";"";"";""
"2116";"12 студзеня 2021";"2021";"Аб сустрэчы намесніка Міністра замежных спраў Беларусі С.Алейніка з Паслом Кітая";"https://www.mfa.gov.by/be/press/news_mfa/eb7d722155f74c3e.html";"";"";""
"2117";"06 студзеня 2021";"2021";"Аб сустрэчы намесніка Міністра замежных спраў Беларусі С.Алейніка з Паслом Швейцарыі";"https://www.mfa.gov.by/be/press/news_mfa/c0112386a171ce5a.html";"";"";""
"2118";"29 снежня 2020";"2020";"Аб падпісанні Плана сумесных мерапрыемстваў з Міжнародным Камітэтам Чырвонага Крыжа на 2021 год";"https://www.mfa.gov.by/be/press/news_mfa/a8c5d72ab78bad76.html";"";"";""
"2119";"29 снежня 2020";"2020";"Аб сустрэчы Пасла Беларусі А.Мяцеліцы з намеснікам Міністра замежных спраў Пакістана";"https://www.mfa.gov.by/be/press/news_mfa/bd6060c51f24c14d.html";"";"";""
"2120";"24 снежня 2020";"2020";"Аб візіце Пасла Беларусі А.Панамарова ў Боснію і Герцагавіну";"https://www.mfa.gov.by/be/press/news_mfa/e3504670a7607980.html";"";"";""
"2121";"23 снежня 2020";"2020";"Аб сустрэчы Пасла Беларусі С.Цярэнцьева з Міністрам вышэйшай адукацыі і навуковых даследаванняў Егіпта";"https://www.mfa.gov.by/be/press/news_mfa/f5a9b9dc3cfb62cf.html";"";"";""
"2122";"23 снежня 2020";"2020";"Аб сустрэчы намесніка Міністра замежных спраў Беларусі С.Алейніка з Часовым павераным у справах Катара";"https://www.mfa.gov.by/be/press/news_mfa/b42287a2f99cf0c1.html";"";"";""
"2123";"22 снежня 2020";"2020";"Аб тэлефоннай размове Міністра замежных спраў Беларусі У.Макея з кіраўніком Федэральнага дэпартамента замежных спраў Швейцарыі";"https://www.mfa.gov.by/be/press/news_mfa/a33a70e7dba4ab33.html";"";"";""
"2124";"22 снежня 2020";"2020";"Аб тэлефоннай размове Міністра замежных спраў Беларусі У.Макея з Міністрам замежных спраў Расіі";"https://www.mfa.gov.by/be/press/news_mfa/c57774bca41ddc13.html";"";"";""
"2125";"21 снежня 2020";"2020";"Аб сустрэчы Першага намесніка Міністра замежных спраў Беларусі А.Гур’янава з Паслом Арменіі";"https://www.mfa.gov.by/be/press/news_mfa/e290d3653a9ccf26.html";"";"";""
"2126";"21 снежня 2020";"2020";"Аб сустрэчы намесніка Міністра замежных спраў Беларусі С.Алейніка з Апостальскім Нунцыем";"https://www.mfa.gov.by/be/press/news_mfa/d51cac0dbca5e28a.html";"";"";""
"2127";"18 снежня 2020";"2020";"Аб сустрэчы намесніка Міністра замежных спраў Беларусі С.Алейніка з Паслом Палесціны";"https://www.mfa.gov.by/be/press/news_mfa/bb9b4d1610144b26.html";"";"";""
"2128";"18 снежня 2020";"2020";"Аб уручэнні Паслом Беларусі А.Канюком даверчых грамат Прэзідэнту Арменіі";"https://www.mfa.gov.by/be/press/news_mfa/fb4f1f72d3a27cf5.html";"";"";""
"2129";"18 снежня 2020";"2020";"Аб уключэнні “Культуры бортніцтва Беларусі і Польшчы” ў Рэпрезентатыўны спіс нематэрыяльнай культурнай спадчыны чалавецтва  (ЮНЕСКА)";"https://www.mfa.gov.by/be/press/news_mfa/af49beb23fa53921.html";"";"";""
"2130";"17 снежня 2020";"2020";"Аб сустрэчы Міністра замежных спраў Беларусі У.Макея з Апостальскім Нунцыем";"https://www.mfa.gov.by/be/press/news_mfa/a98d6781b1d1dd31.html";"";"";""
"2131";"17 снежня 2020";"2020";"Аб тэлефоннай размове Міністра замежных спраў Беларусі У.Макея з Міністрам замежных спраў і еўрапейскай інтэграцыі Малдовы";"https://www.mfa.gov.by/be/press/news_mfa/b25dcb8a3b51847c.html";"";"";""
"2132";"17 снежня 2020";"2020";"Аб сустрэчы Пасла Беларусі В.Брылёва з Міністрам па пытаннях развіцця інавацый і тэхналогій Сербіі";"https://www.mfa.gov.by/be/press/news_mfa/b12853dd512940a2.html";"";"";""
"2133";"16 снежня 2020";"2020";"Аб сустрэчы Пасла Беларусі В.Брылёва з намеснікам Старшыні Урада – Міністрам культуры і інфармацыі Сербіі";"https://www.mfa.gov.by/be/press/news_mfa/a972439307382deb.html";"";"";""
"2134";"15 снежня 2020";"2020";"Аб сустрэчы намесніка Міністра замежных спраў Беларусі С.Алейніка з Паслом Саудаўскай Аравіі";"https://www.mfa.gov.by/be/press/news_mfa/a46a505296757744.html";"";"";""
"2135";"15 снежня 2020";"2020";"Аб сустрэчы Міністра замежных спраў Беларусі У.Макея з Паслом Саўдаўскай Аравіі";"https://www.mfa.gov.by/be/press/news_mfa/d330d10bc5928182.html";"";"";""
"2136";"15 снежня 2020";"2020";"Аб уручэнні Паслом Беларусі А.Канюком копій даверчых грамат Міністру замежных спраў Арменіі";"https://www.mfa.gov.by/be/press/news_mfa/fdd3ff9039594df8.html";"";"";""
"2137";"14 снежня 2020";"2020";"Аб сустрэчы намесніка Міністра замежных спраў Беларусі С.Алейніка з Паслом Бангладэш";"https://www.mfa.gov.by/be/press/news_mfa/e26b50ec5a85e928.html";"";"";""
"2138";"14 снежня 2020";"2020";"Аб сустрэчы Міністра замежных спраў Беларусі У.Макея з Паслом Расіі";"https://www.mfa.gov.by/be/press/news_mfa/d82113ca5b49fa88.html";"";"";""
"2139";"14 снежня 2020";"2020";"Аб сустрэчы Пасла Беларусі С.Цярэнцьева з намеснікам Міністра па справах старажытнасцей і турызму Егіпта";"https://www.mfa.gov.by/be/press/news_mfa/cf6e7ac8698dbd18.html";"";"";""
"2140";"14 снежня 2020";"2020";"Аб сустрэчы Пасла Беларусі А.Молчана з Віцэ-прэзідэнтам па пытаннях планавання і Міністрам жылога асяроддзя і жылля Венесуэлы";"https://www.mfa.gov.by/be/press/news_mfa/ee56bf439759eec6.html";"";"";""
"2141";"11 снежня 2020";"2020";"Аб сустрэчы Пасла Беларусі А.Калініна з Прэзідэнтам Малдовы";"https://www.mfa.gov.by/be/press/news_mfa/fdea5b07fb0a2f5c.html";"";"";""
"2142";"11 снежня 2020";"2020";"Аб сустрэчы Пасла Беларусі С.Цярэнцьева з намеснікам Міністра замежных спраў Егіпта";"https://www.mfa.gov.by/be/press/news_mfa/a9985527d9bb761e.html";"";"";""
"2143";"10 снежня 2020";"2020";"Аб падпісанні праграмы супрацоўніцтва Беларусі з ЮНІДА";"https://www.mfa.gov.by/be/press/news_mfa/df449cb8d48bf4f0.html";"";"";""
"2144";"10 снежня 2020";"2020";"Аб візіце Пасла Беларусі В.Рыбака ў Ірак";"https://www.mfa.gov.by/be/press/news_mfa/a67a5dbf0c63c5a6.html";"";"";""
"2145";"10 снежня 2020";"2020";"Аб сустрэчы Пасла Беларусі В.Курдзюкова з намеснікам Міністра замежных спраў Чэхіі";"https://www.mfa.gov.by/be/press/news_mfa/f38a00fef97a005e.html";"";"";""
"2146";"09 снежня 2020";"2020";"Аб сустрэчы намесніка Міністра замежных спраў Беларусі С.Алейніка з Паслом Кітая";"https://www.mfa.gov.by/be/press/news_mfa/dfe860b8f0ed3ad8.html";"";"";""
"2147";"08 снежня 2020";"2020";"Аб сустрэчы Міністра замежных спраў Беларусі У.Макея з Паслом Францыі";"https://www.mfa.gov.by/be/press/news_mfa/bd112f726894a0ff.html";"";"";""
"2148";"08 снежня 2020";"2020";"Аб сустрэчы намесніка Міністра замежных спраў С.Алейніка з Паслом Ірана";"https://www.mfa.gov.by/be/press/news_mfa/e193b3e26b84dc0b.html";"";"";""
"2149";"08 снежня 2020";"2020";"Аб сустрэчы Пасла Беларусі В.Брылёва з Міністрам унутраных спраў Сербіі";"https://www.mfa.gov.by/be/press/news_mfa/abab6ffc84160e46.html";"";"";""
"2150";"07 снежня 2020";"2020";"Аб сустрэчы Пасла Беларусі А.Ермаловіча з Прэзідэнтам Пакістана";"https://www.mfa.gov.by/be/press/news_mfa/ca5c98575f2304af.html";"";"";""
"2151";"07 снежня 2020";"2020";"Аб сустрэчы Пасла Беларусі С.Цярэнцьева з намеснікам Міністра ваеннай прамысловасці Егіпта";"https://www.mfa.gov.by/be/press/news_mfa/a96ab7919c9f2352.html";"";"";""
"2152";"04 снежня 2020";"2020";"Аб уручэнні Паслом Беларусі М.Аўсянкай даверчых грамат Прэзідэнту Калумбіі";"https://www.mfa.gov.by/be/press/news_mfa/b374a0e618238556.html";"";"";""
"2153";"04 снежня 2020";"2020";"Аб сустрэчы Пасла Беларусі Г.Ахрамовіча з Міністрам замежных спраў Азербайджана";"https://www.mfa.gov.by/be/press/news_mfa/ff8b412e494051af.html";"";"";""
"2154";"03 снежня 2020";"2020";"Аб удзеле Міністра замежных спраў Беларусі У.Макея ў 27-й сустрэчы СМЗС АБСЕ";"https://www.mfa.gov.by/be/press/news_mfa/c897eb5d1ddd6767.html";"";"";""
"2155";"03 снежня 2020";"2020";"Аб сустрэчы намесніка Міністра замежных спраў Беларусі С.Алейніка з Паслом Індыі";"https://www.mfa.gov.by/be/press/news_mfa/ca37d6fc0257c424.html";"";"";""
"2156";"03 снежня 2020";"2020";"Аб падпісанні Пратакола паміж урадамі Беларусі і Вьетнама";"https://www.mfa.gov.by/be/press/news_mfa/b2543b997de55017.html";"";"";""
"2157";"02 снежня 2020";"2020";"Аб сустрэчы Пасла Беларусі В.Брылева з Першым намеснікам Старшыні Урада, Міністрам адукацыі, навукі і тэхналагічнага развіцця Сербіі";"https://www.mfa.gov.by/be/press/news_mfa/c14637f7a5a0d634.html";"";"";""
"2158";"02 снежня 2020";"2020";"Аб сустрэчы Пасла Беларусі В.Брылева з Намеснікам Прэм’ер-міністра, Міністрам абароны Сербіі";"https://www.mfa.gov.by/be/press/news_mfa/c6618a848adb7e23.html";"";"";""
"2159";"01 снежня 2020";"2020";"Аб удзеле Міністра замежных спраў Беларусі У.Макея ў пасяджэнні СМЗС АДКБ у фармаце відэаканферэнцыі";"https://www.mfa.gov.by/be/press/news_mfa/ca3deae9efb97003.html";"";"";""
"2160";"30 лістапада 2020";"2020";"Аб уручэнні Паслом Беларусі М.Аўсянкай копій даверчых грамат Міністру замежных спраў Калумбіі";"https://www.mfa.gov.by/be/press/news_mfa/db6ee02d8a5c3f1b.html";"";"";""
"2161";"27 лістапада 2020";"2020";"Аб кансультацыях паміж міністэрствамі замежных спраў Беларусі і Туркменicтана";"https://www.mfa.gov.by/be/press/news_mfa/b480bbb311649e34.html";"";"";""
